"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032228","regulation of synaptic transmission, GABAergic","1/662","35/19443",0.702853069681974,0.815817902579127,0.705287015917094,"Kras",1
"GO:0033146","regulation of intracellular estrogen receptor signaling pathway","1/662","35/19443",0.702853069681974,0.815817902579127,0.705287015917094,"Src",1
"GO:0035909","aorta morphogenesis","1/662","35/19443",0.702853069681974,0.815817902579127,0.705287015917094,"Jag1",1
"GO:0042745","circadian sleep/wake cycle","1/662","35/19443",0.702853069681974,0.815817902579127,0.705287015917094,"Ahcy",1
"GO:0045686","negative regulation of glial cell differentiation","1/662","35/19443",0.702853069681974,0.815817902579127,0.705287015917094,"Ldlr",1
"GO:0046320","regulation of fatty acid oxidation","1/662","35/19443",0.702853069681974,0.815817902579127,0.705287015917094,"Akt1",1
"GO:0046461","neutral lipid catabolic process","1/662","35/19443",0.702853069681974,0.815817902579127,0.705287015917094,"Ldlr",1
"GO:0046464","acylglycerol catabolic process","1/662","35/19443",0.702853069681974,0.815817902579127,0.705287015917094,"Ldlr",1
"GO:0048710","regulation of astrocyte differentiation","1/662","35/19443",0.702853069681974,0.815817902579127,0.705287015917094,"Ldlr",1
"GO:0055090","acylglycerol homeostasis","1/662","35/19443",0.702853069681974,0.815817902579127,0.705287015917094,"Xbp1",1
"GO:0060219","camera-type eye photoreceptor cell differentiation","1/662","35/19443",0.702853069681974,0.815817902579127,0.705287015917094,"Slc4a7",1
"GO:0070328","triglyceride homeostasis","1/662","35/19443",0.702853069681974,0.815817902579127,0.705287015917094,"Xbp1",1
"GO:0097106","postsynaptic density organization","1/662","35/19443",0.702853069681974,0.815817902579127,0.705287015917094,"Nptx1",1
"GO:2000171","negative regulation of dendrite development","1/662","35/19443",0.702853069681974,0.815817902579127,0.705287015917094,"Ptprz1",1
"GO:0050714","positive regulation of protein secretion","9/662","302/19443",0.704175370531148,0.817147517598536,0.706436488374602,"Vps35/Serp1/Il33/Nadk/Panx1/Xbp1/Il4ra/Src/Hif1a",9
"GO:0055006","cardiac cell development","3/662","106/19443",0.704542796608309,0.817163564849086,0.706450361467382,"Jag1/Zmpste24/Met",3
"GO:1904894","positive regulation of receptor signaling pathway via STAT","3/662","106/19443",0.704542796608309,0.817163564849086,0.706450361467382,"Arl2bp/Ptk2b/Akr1b3",3
"GO:0043583","ear development","7/662","238/19443",0.704975114646593,0.817459854464765,0.706706508357796,"Jag1/Spry2/Mcm2/Ccm2/Sod1/Alg10b/Slc4a7",7
"GO:0072089","stem cell proliferation","4/662","140/19443",0.706368044308136,0.81886960140261,0.7079252560806,"Fbln1/Hmgb2/Aspm/Hif1a",4
"GO:0030595","leukocyte chemotaxis","6/662","206/19443",0.706867168202091,0.819148278014589,0.708166176260762,"Adam8/Akirin1/Calr/Creb3/Ptprj/Ptk2b",6
"GO:0051924","regulation of calcium ion transport","8/662","271/19443",0.708041955549924,0.819148278014589,0.708166176260762,"Icam1/Creb3/Ptk2b/Gnai2/Ubash3b/Tspo/Prnp/Gsto1",8
"GO:0006140","regulation of nucleotide metabolic process","2/662","72/19443",0.708459988940938,0.819148278014589,0.708166176260762,"Ndufc2/Hif1a",2
"GO:0072171","mesonephric tubule morphogenesis","2/662","72/19443",0.708459988940938,0.819148278014589,0.708166176260762,"Cd44/Hs2st1",2
"GO:0050830","defense response to Gram-positive bacterium","3/662","107/19443",0.710540251899939,0.819148278014589,0.708166176260762,"Myd88/Krt6a/Hmgb2",3
"GO:0071346","cellular response to interferon-gamma","3/662","107/19443",0.710540251899939,0.819148278014589,0.708166176260762,"Evl/Ptpn2/Stat1",3
"GO:0002696","positive regulation of leukocyte activation","9/662","304/19443",0.711442753938637,0.819148278014589,0.708166176260762,"Il33/Adam8/Flot2/Myd88/Xbp1/Il4ra/Hsp90aa1/Rps3/Tfrc",9
"GO:0035637","multicellular organismal signaling","4/662","141/19443",0.711607064804453,0.819148278014589,0.708166176260762,"Nup155/Flna/Zmpste24/Sod1",4
"GO:0097530","granulocyte migration","4/662","141/19443",0.711607064804453,0.819148278014589,0.708166176260762,"Adam8/Akirin1/Myd88/Ptprj",4
"GO:0000184","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","1/662","36/19443",0.712988646138618,0.819148278014589,0.708166176260762,"Etf1",1
"GO:0001702","gastrulation with mouth forming second","1/662","36/19443",0.712988646138618,0.819148278014589,0.708166176260762,"Acvr1",1
"GO:0002053","positive regulation of mesenchymal cell proliferation","1/662","36/19443",0.712988646138618,0.819148278014589,0.708166176260762,"Arhgap5",1
"GO:0002483","antigen processing and presentation of endogenous peptide antigen","1/662","36/19443",0.712988646138618,0.819148278014589,0.708166176260762,"Ide",1
"GO:0002753","cytoplasmic pattern recognition receptor signaling pathway","1/662","36/19443",0.712988646138618,0.819148278014589,0.708166176260762,"Nfkbia",1
"GO:0003401","axis elongation","1/662","36/19443",0.712988646138618,0.819148278014589,0.708166176260762,"Spry2",1
"GO:0003417","growth plate cartilage development","1/662","36/19443",0.712988646138618,0.819148278014589,0.708166176260762,"Zmpste24",1
"GO:0006903","vesicle targeting","1/662","36/19443",0.712988646138618,0.819148278014589,0.708166176260762,"Clasp1",1
"GO:0016339","calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules","1/662","36/19443",0.712988646138618,0.819148278014589,0.708166176260762,"Cdh3",1
"GO:0019885","antigen processing and presentation of endogenous peptide antigen via MHC class I","1/662","36/19443",0.712988646138618,0.819148278014589,0.708166176260762,"Ide",1
"GO:0021799","cerebral cortex radially oriented cell migration","1/662","36/19443",0.712988646138618,0.819148278014589,0.708166176260762,"Cul5",1
"GO:0033363","secretory granule organization","1/662","36/19443",0.712988646138618,0.819148278014589,0.708166176260762,"Sec23ip",1
"GO:0034243","regulation of transcription elongation from RNA polymerase II promoter","1/662","36/19443",0.712988646138618,0.819148278014589,0.708166176260762,"Ell2",1
"GO:0035886","vascular smooth muscle cell differentiation","1/662","36/19443",0.712988646138618,0.819148278014589,0.708166176260762,"Sod2",1
"GO:0043114","regulation of vascular permeability","1/662","36/19443",0.712988646138618,0.819148278014589,0.708166176260762,"Ptprj",1
"GO:0045880","positive regulation of smoothened signaling pathway","1/662","36/19443",0.712988646138618,0.819148278014589,0.708166176260762,"Dlg5",1
"GO:0045981","positive regulation of nucleotide metabolic process","1/662","36/19443",0.712988646138618,0.819148278014589,0.708166176260762,"Ndufc2",1
"GO:0048730","epidermis morphogenesis","1/662","36/19443",0.712988646138618,0.819148278014589,0.708166176260762,"Ctsl",1
"GO:0051647","nucleus localization","1/662","36/19443",0.712988646138618,0.819148278014589,0.708166176260762,"Tacc3",1
"GO:0060236","regulation of mitotic spindle organization","1/662","36/19443",0.712988646138618,0.819148278014589,0.708166176260762,"Tacc3",1
"GO:0061462","protein localization to lysosome","1/662","36/19443",0.712988646138618,0.819148278014589,0.708166176260762,"Gnptab",1
"GO:0070528","protein kinase C signaling","1/662","36/19443",0.712988646138618,0.819148278014589,0.708166176260762,"Gpd1l",1
"GO:0072348","sulfur compound transport","1/662","36/19443",0.712988646138618,0.819148278014589,0.708166176260762,"Slc19a2",1
"GO:0085029","extracellular matrix assembly","1/662","36/19443",0.712988646138618,0.819148278014589,0.708166176260762,"Clasp1",1
"GO:1900544","positive regulation of purine nucleotide metabolic process","1/662","36/19443",0.712988646138618,0.819148278014589,0.708166176260762,"Ndufc2",1
"GO:1905209","positive regulation of cardiocyte differentiation","1/662","36/19443",0.712988646138618,0.819148278014589,0.708166176260762,"Kat2a",1
"GO:2000516","positive regulation of CD4-positive, alpha-beta T cell activation","1/662","36/19443",0.712988646138618,0.819148278014589,0.708166176260762,"Il4ra",1
"GO:0060401","cytosolic calcium ion transport","5/662","175/19443",0.715141017172871,0.820724946147028,0.709529229901414,"Atp2a2/Ptk2b/Ubash3b/Prnp/Gsto1",5
"GO:0002274","myeloid leukocyte activation","6/662","208/19443",0.715535811524734,0.820724946147028,0.709529229901414,"Il33/Ptpre/Rabgef1/Il4ra/Ldlr/Sbno2",6
"GO:0000380","alternative mRNA splicing, via spliceosome","2/662","73/19443",0.715603966458789,0.820724946147028,0.709529229901414,"Tra2b/Dyrk1a",2
"GO:0008543","fibroblast growth factor receptor signaling pathway","2/662","73/19443",0.715603966458789,0.820724946147028,0.709529229901414,"Fgfbp1/Spry2",2
"GO:0051145","smooth muscle cell differentiation","2/662","73/19443",0.715603966458789,0.820724946147028,0.709529229901414,"Acvr1/Sod2",2
"GO:0060191","regulation of lipase activity","2/662","73/19443",0.715603966458789,0.820724946147028,0.709529229901414,"Gnaq/Arf4",2
"GO:0071347","cellular response to interleukin-1","2/662","73/19443",0.715603966458789,0.820724946147028,0.709529229901414,"Nfkb1/Rps6ka4",2
"GO:0035725","sodium ion transmembrane transport","3/662","108/19443",0.716443648749414,0.821484134090744,0.710185559454432,"Gpd1l/Stom/Atp1a1",3
"GO:0072073","kidney epithelium development","4/662","142/19443",0.716777497708755,0.821663093851653,0.710340272896416,"Jag1/Cd44/Mtss1/Hs2st1",4
"GO:0021537","telencephalon development","7/662","241/19443",0.717104366425864,0.82183396519225,0.710487993775713,"Tacc3/Uchl5/Tra2b/Kat2a/Aspm/Hif1a/Cul5",7
"GO:0098693","regulation of synaptic vesicle cycle","4/662","143/19443",0.721879450546832,0.824656767788169,0.712928349660409,"Atp2a2/Dnajc5/Picalm/Fbxl20",4
"GO:0006919","activation of cysteine-type endopeptidase activity involved in apoptotic process","2/662","74/19443",0.722600366112611,0.824656767788169,0.712928349660409,"Stat1/Dap",2
"GO:0032651","regulation of interleukin-1 beta production","2/662","74/19443",0.722600366112611,0.824656767788169,0.712928349660409,"Serpinb1a/Panx1",2
"GO:1901224","positive regulation of NIK/NF-kappaB signaling","2/662","74/19443",0.722600366112611,0.824656767788169,0.712928349660409,"Calr/Rps3",2
"GO:0007435","salivary gland morphogenesis","1/662","37/19443",0.722779006125026,0.824656767788169,0.712928349660409,"Met",1
"GO:0009651","response to salt stress","1/662","37/19443",0.722779006125026,0.824656767788169,0.712928349660409,"Akr1b3",1
"GO:0014003","oligodendrocyte development","1/662","37/19443",0.722779006125026,0.824656767788169,0.712928349660409,"B4galt5",1
"GO:0016233","telomere capping","1/662","37/19443",0.722779006125026,0.824656767788169,0.712928349660409,"Aurkb",1
"GO:0030521","androgen receptor signaling pathway","1/662","37/19443",0.722779006125026,0.824656767788169,0.712928349660409,"Dnaja1",1
"GO:0032633","interleukin-4 production","1/662","37/19443",0.722779006125026,0.824656767788169,0.712928349660409,"Il33",1
"GO:0033028","myeloid cell apoptotic process","1/662","37/19443",0.722779006125026,0.824656767788169,0.712928349660409,"Cd44",1
"GO:0033144","negative regulation of intracellular steroid hormone receptor signaling pathway","1/662","37/19443",0.722779006125026,0.824656767788169,0.712928349660409,"Calr",1
"GO:0036474","cell death in response to hydrogen peroxide","1/662","37/19443",0.722779006125026,0.824656767788169,0.712928349660409,"Met",1
"GO:0045684","positive regulation of epidermis development","1/662","37/19443",0.722779006125026,0.824656767788169,0.712928349660409,"Sfn",1
"GO:0046640","regulation of alpha-beta T cell proliferation","1/662","37/19443",0.722779006125026,0.824656767788169,0.712928349660409,"Cd44",1
"GO:1903432","regulation of TORC1 signaling","1/662","37/19443",0.722779006125026,0.824656767788169,0.712928349660409,"Rraga",1
"GO:1903792","negative regulation of anion transport","1/662","37/19443",0.722779006125026,0.824656767788169,0.712928349660409,"Akt1",1
"GO:2000273","positive regulation of signaling receptor activity","1/662","37/19443",0.722779006125026,0.824656767788169,0.712928349660409,"Itgb1",1
"GO:0007219","Notch signaling pathway","5/662","177/19443",0.724358653746634,0.82605124540265,0.714133896820347,"Nfkbia/Jag1/Itgb1bp1/Slc35c1/Rfng",5
"GO:0043200","response to amino acid","5/662","177/19443",0.724358653746634,0.82605124540265,0.714133896820347,"Capn2/Mmp3/Xbp1/Ipo5/Rraga",5
"GO:0030098","lymphocyte differentiation","11/662","372/19443",0.725185070807284,0.826789688522759,0.714772292157051,"Adam8/Dnajb9/Xbp1/Il4ra/Cd44/Ptprj/Kat2a/Ptk2b/Hsp90aa1/Ptpn2/Cyp26b1",11
"GO:0002699","positive regulation of immune effector process","7/662","244/19443",0.728893037060569,0.830812236077423,0.718249845851625,"Il33/Rabgef1/Xbp1/Il4ra/Ptprj/Ddx21/Tfrc",7
"GO:0030193","regulation of blood coagulation","2/662","75/19443",0.729450938269029,0.831138085912306,0.718531548002258,"Ptprj/Ubash3b",2
"GO:0000266","mitochondrial fission","1/662","38/19443",0.732235890487864,0.831138085912306,0.718531548002258,"Vps35",1
"GO:0000578","embryonic axis specification","1/662","38/19443",0.732235890487864,0.831138085912306,0.718531548002258,"Tmed2",1
"GO:0003230","cardiac atrium development","1/662","38/19443",0.732235890487864,0.831138085912306,0.718531548002258,"Acvr1",1
"GO:0016601","Rac protein signal transduction","1/662","38/19443",0.732235890487864,0.831138085912306,0.718531548002258,"Kras",1
"GO:0032392","DNA geometric change","1/662","38/19443",0.732235890487864,0.831138085912306,0.718531548002258,"Mcm2",1
"GO:0032781","positive regulation of ATPase activity","1/662","38/19443",0.732235890487864,0.831138085912306,0.718531548002258,"Tor1aip2",1
"GO:0043368","positive T cell selection","1/662","38/19443",0.732235890487864,0.831138085912306,0.718531548002258,"Ptpn2",1
"GO:0045622","regulation of T-helper cell differentiation","1/662","38/19443",0.732235890487864,0.831138085912306,0.718531548002258,"Il4ra",1
"GO:0046460","neutral lipid biosynthetic process","1/662","38/19443",0.732235890487864,0.831138085912306,0.718531548002258,"Ldlr",1
"GO:0046463","acylglycerol biosynthetic process","1/662","38/19443",0.732235890487864,0.831138085912306,0.718531548002258,"Ldlr",1
"GO:0048821","erythrocyte development","1/662","38/19443",0.732235890487864,0.831138085912306,0.718531548002258,"Lyar",1
"GO:0051968","positive regulation of synaptic transmission, glutamatergic","1/662","38/19443",0.732235890487864,0.831138085912306,0.718531548002258,"Ptk2b",1
"GO:0070570","regulation of neuron projection regeneration","1/662","38/19443",0.732235890487864,0.831138085912306,0.718531548002258,"Map4k4",1
"GO:0097300","programmed necrotic cell death","1/662","38/19443",0.732235890487864,0.831138085912306,0.718531548002258,"Ppif",1
"GO:1901021","positive regulation of calcium ion transmembrane transporter activity","1/662","38/19443",0.732235890487864,0.831138085912306,0.718531548002258,"Gsto1",1
"GO:1902476","chloride transmembrane transport","1/662","38/19443",0.732235890487864,0.831138085912306,0.718531548002258,"Slc12a7",1
"GO:0007416","synapse assembly","5/662","179/19443",0.733360623142127,0.83221036095333,0.719458546124676,"Vps35/Sdcbp/Dlg5/Nptx1/Efna5",5
"GO:2000045","regulation of G1/S transition of mitotic cell cycle","3/662","111/19443",0.733594108882365,0.83227097968932,0.719510951946221,"Akt1/Psme3/Adamts1",3
"GO:0055008","cardiac muscle tissue morphogenesis","2/662","76/19443",0.736157485284913,0.834769356473716,0.72167083677019,"Tgfbr1/Ly6e",2
"GO:1900046","regulation of hemostasis","2/662","76/19443",0.736157485284913,0.834769356473716,0.72167083677019,"Ptprj/Ubash3b",2
"GO:0060541","respiratory system development","7/662","246/19443",0.736562203171391,0.835023424836441,0.721890482743658,"Sparc/Spry2/Dlg5/Atxn1/Aimp2/Kras/Itga3",7
"GO:0006939","smooth muscle contraction","3/662","112/19443",0.739126106692563,0.837519211849234,0.72404812867059,"Shc1/Cald1/Sod1",3
"GO:0048814","regulation of dendrite morphogenesis","3/662","112/19443",0.739126106692563,0.837519211849234,0.72404812867059,"Caprin1/Ptprz1/Met",3
"GO:1903532","positive regulation of secretion by cell","14/662","473/19443",0.741283488997126,0.838418180651778,0.724825300907365,"Vps35/Serp1/Il33/Nadk/Panx1/Xbp1/Il4ra/Src/Sdcbp/Itsn1/Pdcd6ip/Rab8b/Clasp1/Hif1a",14
"GO:0001835","blastocyst hatching","1/662","39/19443",0.741370641350891,0.838418180651778,0.724825300907365,"Suv39h1",1
"GO:0019883","antigen processing and presentation of endogenous antigen","1/662","39/19443",0.741370641350891,0.838418180651778,0.724825300907365,"Ide",1
"GO:0035188","hatching","1/662","39/19443",0.741370641350891,0.838418180651778,0.724825300907365,"Suv39h1",1
"GO:0044088","regulation of vacuole organization","1/662","39/19443",0.741370641350891,0.838418180651778,0.724825300907365,"Fez2",1
"GO:0044331","cell-cell adhesion mediated by cadherin","1/662","39/19443",0.741370641350891,0.838418180651778,0.724825300907365,"Cdh3",1
"GO:0045911","positive regulation of DNA recombination","1/662","39/19443",0.741370641350891,0.838418180651778,0.724825300907365,"Tfrc",1
"GO:0071684","organism emergence from protective structure","1/662","39/19443",0.741370641350891,0.838418180651778,0.724825300907365,"Suv39h1",1
"GO:0001756","somitogenesis","2/662","77/19443",0.742721855951158,0.838510116806607,0.724904781115006,"Tmed2/Kat2a",2
"GO:0030148","sphingolipid biosynthetic process","2/662","77/19443",0.742721855951158,0.838510116806607,0.724904781115006,"B4galt5/Elovl7",2
"GO:0033143","regulation of intracellular steroid hormone receptor signaling pathway","2/662","77/19443",0.742721855951158,0.838510116806607,0.724904781115006,"Calr/Src",2
"GO:0043507","positive regulation of JUN kinase activity","2/662","77/19443",0.742721855951158,0.838510116806607,0.724904781115006,"Ptk2b/Rps3",2
"GO:0051965","positive regulation of synapse assembly","2/662","77/19443",0.742721855951158,0.838510116806607,0.724904781115006,"Dlg5/Efna5",2
"GO:0060976","coronary vasculature development","2/662","77/19443",0.742721855951158,0.838510116806607,0.724904781115006,"Tgfbr1/Ltbp1",2
"GO:0061180","mammary gland epithelium development","2/662","77/19443",0.742721855951158,0.838510116806607,0.724904781115006,"Src/Hif1a",2
"GO:1904019","epithelial cell apoptotic process","3/662","113/19443",0.744566669833513,0.840387581921977,0.726527878333787,"Eif2s1/Xbp1/Icam1",3
"GO:0099111","microtubule-based transport","5/662","182/19443",0.746460251218899,0.842319160433044,0.728197757408239,"Klc1/Flot2/Hif1a/Sod1/Trak1",5
"GO:0006029","proteoglycan metabolic process","2/662","78/19443",0.749145940253525,0.843033713753705,0.728815499649061,"Hs2st1/Ext2",2
"GO:0021872","forebrain generation of neurons","2/662","78/19443",0.749145940253525,0.843033713753705,0.728815499649061,"Gnaq/Aspm",2
"GO:0032890","regulation of organic acid transport","2/662","78/19443",0.749145940253525,0.843033713753705,0.728815499649061,"Akt1/Arl6ip1",2
"GO:0006692","prostanoid metabolic process","1/662","40/19443",0.750194215635869,0.843033713753705,0.728815499649061,"Ptges",1
"GO:0006693","prostaglandin metabolic process","1/662","40/19443",0.750194215635869,0.843033713753705,0.728815499649061,"Ptges",1
"GO:0009409","response to cold","1/662","40/19443",0.750194215635869,0.843033713753705,0.728815499649061,"Rbm3",1
"GO:0030225","macrophage differentiation","1/662","40/19443",0.750194215635869,0.843033713753705,0.728815499649061,"Ptpn2",1
"GO:0030501","positive regulation of bone mineralization","1/662","40/19443",0.750194215635869,0.843033713753705,0.728815499649061,"Acvr1",1
"GO:0035307","positive regulation of protein dephosphorylation","1/662","40/19443",0.750194215635869,0.843033713753705,0.728815499649061,"Cdca2",1
"GO:0046633","alpha-beta T cell proliferation","1/662","40/19443",0.750194215635869,0.843033713753705,0.728815499649061,"Cd44",1
"GO:0048520","positive regulation of behavior","1/662","40/19443",0.750194215635869,0.843033713753705,0.728815499649061,"Vps35",1
"GO:0055026","negative regulation of cardiac muscle tissue development","1/662","40/19443",0.750194215635869,0.843033713753705,0.728815499649061,"Jarid2",1
"GO:0060603","mammary gland duct morphogenesis","1/662","40/19443",0.750194215635869,0.843033713753705,0.728815499649061,"Src",1
"GO:0071364","cellular response to epidermal growth factor stimulus","1/662","40/19443",0.750194215635869,0.843033713753705,0.728815499649061,"Akt1",1
"GO:0090224","regulation of spindle organization","1/662","40/19443",0.750194215635869,0.843033713753705,0.728815499649061,"Tacc3",1
"GO:0098801","regulation of renal system process","1/662","40/19443",0.750194215635869,0.843033713753705,0.728815499649061,"Gnai2",1
"GO:1900744","regulation of p38MAPK cascade","1/662","40/19443",0.750194215635869,0.843033713753705,0.728815499649061,"Met",1
"GO:1903305","regulation of regulated secretory pathway","5/662","183/19443",0.750719634935965,0.843419093989798,0.729148666739227,"Atp2a2/Rabgef1/Il4ra/Gnai2/Fbxl20",5
"GO:0071466","cellular response to xenobiotic stimulus","4/662","149/19443",0.751062814146399,0.84359959343491,0.729304711261682,"Pcna/Eif4ebp1/Gsto1/Cyp26b1",4
"GO:0032412","regulation of ion transmembrane transporter activity","7/662","251/19443",0.755069290614437,0.846860333014969,0.732123670346585,"Ptk2b/Chchd10/Gpd1l/Ppif/Prnp/Stom/Gsto1",7
"GO:0042476","odontogenesis","3/662","115/19443",0.755176088527668,0.846860333014969,0.732123670346585,"Itga6/Src/Atf2",3
"GO:0051209","release of sequestered calcium ion into cytosol","3/662","115/19443",0.755176088527668,0.846860333014969,0.732123670346585,"Ptk2b/Ubash3b/Gsto1",3
"GO:0002088","lens development in camera-type eye","2/662","79/19443",0.755431664435465,0.846860333014969,0.732123670346585,"Bcar3/Tgfbr1",2
"GO:0043279","response to alkaloid","2/662","79/19443",0.755431664435465,0.846860333014969,0.732123670346585,"Casp6/Casp3",2
"GO:0050818","regulation of coagulation","2/662","79/19443",0.755431664435465,0.846860333014969,0.732123670346585,"Ptprj/Ubash3b",2
"GO:0050871","positive regulation of B cell activation","2/662","79/19443",0.755431664435465,0.846860333014969,0.732123670346585,"Xbp1/Tfrc",2
"GO:0072078","nephron tubule morphogenesis","2/662","79/19443",0.755431664435465,0.846860333014969,0.732123670346585,"Cd44/Hs2st1",2
"GO:0071216","cellular response to biotic stimulus","8/662","285/19443",0.758447916694797,0.848075184942374,0.733173928361213,"Akt1/Myd88/Nfkbia/Xbp1/Nfkb1/Zmpste24/Stat1/Sbno2",8
"GO:0030490","maturation of SSU-rRNA","1/662","41/19443",0.758717198125641,0.848075184942374,0.733173928361213,"Riok1",1
"GO:0046621","negative regulation of organ growth","1/662","41/19443",0.758717198125641,0.848075184942374,0.733173928361213,"Jarid2",1
"GO:0051154","negative regulation of striated muscle cell differentiation","1/662","41/19443",0.758717198125641,0.848075184942374,0.733173928361213,"Xbp1",1
"GO:0051281","positive regulation of release of sequestered calcium ion into cytosol","1/662","41/19443",0.758717198125641,0.848075184942374,0.733173928361213,"Gsto1",1
"GO:0060122","inner ear receptor cell stereocilium organization","1/662","41/19443",0.758717198125641,0.848075184942374,0.733173928361213,"Sod1",1
"GO:0097484","dendrite extension","1/662","41/19443",0.758717198125641,0.848075184942374,0.733173928361213,"Picalm",1
"GO:0099084","postsynaptic specialization organization","1/662","41/19443",0.758717198125641,0.848075184942374,0.733173928361213,"Nptx1",1
"GO:1900015","regulation of cytokine production involved in inflammatory response","1/662","41/19443",0.758717198125641,0.848075184942374,0.733173928361213,"Myd88",1
"GO:1903170","negative regulation of calcium ion transmembrane transport","1/662","41/19443",0.758717198125641,0.848075184942374,0.733173928361213,"Gsto1",1
"GO:2001024","negative regulation of response to drug","1/662","41/19443",0.758717198125641,0.848075184942374,0.733173928361213,"Met",1
"GO:2001258","negative regulation of cation channel activity","1/662","41/19443",0.758717198125641,0.848075184942374,0.733173928361213,"Gsto1",1
"GO:0007286","spermatid development","5/662","185/19443",0.759078473435436,0.848273864656331,0.733345690003287,"Ube2j1/Dld/Sec23ip/Hmgb2/Cib1",5
"GO:0031047","gene silencing by RNA","4/662","151/19443",0.760252255907023,0.849074827374619,0.734038134485881,"Rbm3/Nfkb1/Zmpste24/Adar",4
"GO:0003073","regulation of systemic arterial blood pressure","3/662","116/19443",0.760346324211066,0.849074827374619,0.734038134485881,"Atp6ap2/Manf/Sod2",3
"GO:0010927","cellular component assembly involved in morphogenesis","3/662","116/19443",0.760346324211066,0.849074827374619,0.734038134485881,"Itgb1/Clasp1/Sec23ip",3
"GO:0010923","negative regulation of phosphatase activity","2/662","80/19443",0.761580986348465,0.849427441820127,0.734342975050491,"Bod1/Gnai2",2
"GO:0031646","positive regulation of nervous system process","2/662","80/19443",0.761580986348465,0.849427441820127,0.734342975050491,"Ptk2b/Ssh1",2
"GO:0032410","negative regulation of transporter activity","2/662","80/19443",0.761580986348465,0.849427441820127,0.734342975050491,"Ppif/Gsto1",2
"GO:0045682","regulation of epidermis development","2/662","80/19443",0.761580986348465,0.849427441820127,0.734342975050491,"Cdh3/Sfn",2
"GO:0072384","organelle transport along microtubule","2/662","80/19443",0.761580986348465,0.849427441820127,0.734342975050491,"Hif1a/Trak1",2
"GO:0016050","vesicle organization","7/662","253/19443",0.762206118501889,0.849919584973639,0.734768440310627,"Sdcbp/Pdcd6ip/Rab8b/Sec23ip/Rnf26/Rab11a/Picalm",7
"GO:0051283","negative regulation of sequestering of calcium ion","3/662","117/19443",0.765427881476909,0.852330377662957,0.736852607348968,"Ptk2b/Ubash3b/Gsto1",3
"GO:0071222","cellular response to lipopolysaccharide","7/662","254/19443",0.765717695556831,0.852330377662957,0.736852607348968,"Akt1/Myd88/Nfkbia/Xbp1/Nfkb1/Stat1/Sbno2",7
"GO:0001709","cell fate determination","1/662","42/19443",0.766949814084863,0.852330377662957,0.736852607348968,"Cyp26b1",1
"GO:0002714","positive regulation of B cell mediated immunity","1/662","42/19443",0.766949814084863,0.852330377662957,0.736852607348968,"Tfrc",1
"GO:0002891","positive regulation of immunoglobulin mediated immune response","1/662","42/19443",0.766949814084863,0.852330377662957,0.736852607348968,"Tfrc",1
"GO:0006040","amino sugar metabolic process","1/662","42/19443",0.766949814084863,0.852330377662957,0.736852607348968,"Gfpt1",1
"GO:0006687","glycosphingolipid metabolic process","1/662","42/19443",0.766949814084863,0.852330377662957,0.736852607348968,"B4galt5",1
"GO:0009395","phospholipid catabolic process","1/662","42/19443",0.766949814084863,0.852330377662957,0.736852607348968,"Ldlr",1
"GO:0010559","regulation of glycoprotein biosynthetic process","1/662","42/19443",0.766949814084863,0.852330377662957,0.736852607348968,"Aatf",1
"GO:0010569","regulation of double-strand break repair via homologous recombination","1/662","42/19443",0.766949814084863,0.852330377662957,0.736852607348968,"Ubqln4",1
"GO:0043902","positive regulation of multi-organism process","1/662","42/19443",0.766949814084863,0.852330377662957,0.736852607348968,"Cib1",1
"GO:0045823","positive regulation of heart contraction","1/662","42/19443",0.766949814084863,0.852330377662957,0.736852607348968,"Atp1a1",1
"GO:0120178","steroid hormone biosynthetic process","1/662","42/19443",0.766949814084863,0.852330377662957,0.736852607348968,"Atp1a1",1
"GO:1902742","apoptotic process involved in development","1/662","42/19443",0.766949814084863,0.852330377662957,0.736852607348968,"B4galt1",1
"GO:0006637","acyl-CoA metabolic process","2/662","81/19443",0.767595891076135,0.852433495567971,0.736941754350138,"Dld/Dlat",2
"GO:0035383","thioester metabolic process","2/662","81/19443",0.767595891076135,0.852433495567971,0.736941754350138,"Dld/Dlat",2
"GO:0072088","nephron epithelium morphogenesis","2/662","81/19443",0.767595891076135,0.852433495567971,0.736941754350138,"Cd44/Hs2st1",2
"GO:0007596","blood coagulation","4/662","153/19443",0.769176636676398,0.853983765245811,0.738281986124279,"Fbln1/Ptprj/Evl/Ubash3b",4
"GO:0006096","glycolytic process","2/662","82/19443",0.773478386818806,0.85628821882968,0.74027422138456,"Tpi1/Hif1a",2
"GO:0072028","nephron morphogenesis","2/662","82/19443",0.773478386818806,0.85628821882968,0.74027422138456,"Cd44/Hs2st1",2
"GO:0060326","cell chemotaxis","8/662","290/19443",0.774873304524863,0.85628821882968,0.74027422138456,"Adam8/Akirin1/Calr/Creb3/Ptprj/Met/Ptk2b/Hmgb2",8
"GO:0003416","endochondral bone growth","1/662","43/19443",0.77490194145334,0.85628821882968,0.74027422138456,"Zmpste24",1
"GO:0006110","regulation of glycolytic process","1/662","43/19443",0.77490194145334,0.85628821882968,0.74027422138456,"Hif1a",1
